id_venda,data_venda,ano,trimestre,mes,mes_venda,id_cliente,nome_cliente,cidade,estado,regiao,id_produto,produto,categoria,quantidade,preco_unitario,desconto,valor_desconto,receita_total,faixa_receita_item,previsao_entrega,data_entrega,desvio_entrega_dias,atrasado
ORD00533,2025-01-20,2025,Q1,1,Janeiro,Cliente_045,Juan Mendes,Ji-Paraná,RO,Norte,P0017,ACER Notebook Gamer Nitro,Informática,1,4604.0,0.0602,277.16,4326.84,Médio Valor,2025-01-26,2025-01-25,-1,False
ORD00534,2025-01-20,2025,Q1,1,Janeiro,Cliente_062,Rodrigo da Paz,Uberlândia,MG,Sudeste,P0024,Memória Kingston Fury 16GB DDR5,Informática,1,389.9,0.0536,20.9,369.0,Baixo Valor,2025-01-23,2025-01-23,0,False
ORD00535,2025-01-20,2025,Q1,1,Janeiro,Cliente_067,Nicole Dias,Uberlândia,MG,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3,428.99,0.1417,182.37,1104.6,Médio Valor,2025-01-24,2025-01-26,2,True
ORD00536,2025-01-20,2025,Q1,1,Janeiro,Cliente_073,Evelyn Castro,Juazeiro,BA,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4,428.99,0.1401,240.4,1475.56,Médio Valor,2025-01-27,2025-01-24,-3,False
ORD00537,2025-01-20,2025,Q1,1,Janeiro,Cliente_110,Rafaela Carvalho,Betim,MG,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.0682,14.72,200.88,Baixo Valor,2025-01-23,2025-01-22,-1,False
ORD00538,2025-01-20,2025,Q1,1,Janeiro,Cliente_126,Luiz Fernando da Costa,Juiz de Fora,MG,Sudeste,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,3,1399.9,0.0588,246.93,3952.77,Médio Valor,2025-01-26,2025-01-26,0,False
ORD00539,2025-01-20,2025,Q1,1,Janeiro,Cliente_127,Lucas Gabriel Jesus,Ji-Paraná,RO,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1,129.86,0.0403,5.23,124.63,Baixo Valor,2025-01-24,2025-01-24,0,False
ORD00541,2025-01-20,2025,Q1,1,Janeiro,Cliente_264,Sr. Noah da Paz,Itacoatiara,AM,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3,428.99,0.1525,196.26,1090.71,Médio Valor,2025-01-24,2025-01-24,0,False
ORD00542,2025-01-20,2025,Q1,1,Janeiro,Cliente_289,Noah Oliveira,Santana,AP,Norte,P0027,Caixa de Som Bluetooth JBL,Áudio,2,549.9,0.0288,31.68,1068.12,Médio Valor,2025-01-26,2025-01-29,3,True
ORD00543,2025-01-20,2025,Q1,1,Janeiro,Cliente_323,Dr. João Pedro Carvalho,Boa Vista,RR,Norte,P0027,Caixa de Som Bluetooth JBL,Áudio,1,549.9,0.0304,16.72,533.18,Médio Valor,2025-01-27,2025-01-29,2,True
ORD00544,2025-01-20,2025,Q1,1,Janeiro,Cliente_327,Sra. Maria Eduarda Cardoso,Vila Velha,ES,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,1,53.9,0.0918,4.95,48.95,Baixo Valor,2025-01-22,2025-01-22,0,False
ORD00545,2025-01-20,2025,Q1,1,Janeiro,Cliente_342,Vitor Gabriel Nascimento,Rio Branco,AC,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1529,466.34,2583.65,Médio Valor,2025-01-26,2025-01-25,-1,False
ORD00546,2025-01-20,2025,Q1,1,Janeiro,Cliente_377,Lucas Castro,Rio Branco,AC,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.1648,141.4,716.58,Médio Valor,2025-01-24,2025-01-26,2,True
ORD00547,2025-01-20,2025,Q1,1,Janeiro,Cliente_401,Luna Almeida,Juiz de Fora,MG,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,4,1979.1,0.1568,1241.28,6675.12,Alto Valor,2025-01-24,2025-01-23,-1,False
ORD00548,2025-01-20,2025,Q1,1,Janeiro,Cliente_413,Raul Rezende,Sobral,CE,Nordeste,P0020,Teclado Mecanico Fizz,Informática,2,174.9,0.118,41.28,308.52,Baixo Valor,2025-01-28,2025-01-29,1,True
ORD00549,2025-01-20,2025,Q1,1,Janeiro,Cliente_439,Stella Cunha,Nova Iguaçu,RJ,Sudeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,3,49.9,0.051,7.62,142.08,Baixo Valor,2025-01-25,2025-01-25,0,False
ORD00550,2025-01-20,2025,Q1,1,Janeiro,Cliente_499,Isabel Nogueira,Caicó,RN,Nordeste,P0019,Mouse Redragon Wireless,Informática,4,165.99,0.1648,109.44,554.52,Médio Valor,2025-01-24,2025-01-23,-1,False
ORD00551,2025-01-20,2025,Q1,1,Janeiro,Cliente_523,Lucas Moreira,Curitiba,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,3,1072.0,0.0743,238.95,2977.05,Médio Valor,2025-01-26,2025-01-26,0,False
ORD00552,2025-01-21,2025,Q1,1,Janeiro,Cliente_036,Bryan Pires,Manacapuru,AM,Norte,P0021,SSD Crucial 1TB NVMe M.2,Informática,4,449.0,0.0441,79.2,1716.8,Médio Valor,2025-01-24,2025-01-26,2,True
ORD00553,2025-01-21,2025,Q1,1,Janeiro,Cliente_061,Dr. Emanuel Fogaça,Porto Nacional,TO,Norte,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4,899.0,0.0224,80.56,3515.44,Médio Valor,2025-01-24,2025-01-24,0,False
ORD00554,2025-01-21,2025,Q1,1,Janeiro,Cliente_138,Pedro Nascimento,Uberlândia,MG,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,1,899.0,0.0215,19.33,879.67,Médio Valor,2025-01-27,2025-01-27,0,False
ORD00555,2025-01-21,2025,Q1,1,Janeiro,Cliente_151,Lorenzo Moura,Vitória da Conquista,BA,Nordeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3,769.9,0.0255,58.89,2250.81,Médio Valor,2025-01-25,2025-02-02,8,True
ORD00556,2025-01-21,2025,Q1,1,Janeiro,Cliente_165,Maria Fernanda Teixeira,Duque de Caxias,RJ,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1054,321.47,2728.52,Médio Valor,2025-01-26,2025-01-31,5,True
ORD00557,2025-01-21,2025,Q1,1,Janeiro,Cliente_169,Pedro Henrique Monteiro,Ji-Paraná,RO,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.1438,123.38,734.6,Médio Valor,2025-01-28,2025-01-29,1,True
ORD00558,2025-01-21,2025,Q1,1,Janeiro,Cliente_170,Nicolas Vieira,Patos,PB,Nordeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4,899.0,0.0453,162.88,3433.12,Médio Valor,2025-01-26,2025-01-25,-1,False
ORD00559,2025-01-21,2025,Q1,1,Janeiro,Cliente_209,Eduarda Nunes,Recife,PE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,1,949.0,0.0436,41.38,907.62,Médio Valor,2025-01-28,2025-02-02,5,True
ORD00561,2025-01-21,2025,Q1,1,Janeiro,Cliente_234,Leonardo Oliveira,Maringá,PR,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,3,17.9,0.1878,10.08,43.62,Baixo Valor,2025-01-24,2025-01-23,-1,False
ORD00562,2025-01-21,2025,Q1,1,Janeiro,Cliente_251,Dr. João Felipe Sales,Ribeirão Preto,SP,Sudeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,3,2742.13,0.3034,2495.88,5730.51,Alto Valor,2025-01-25,2025-01-25,0,False
ORD00563,2025-01-21,2025,Q1,1,Janeiro,Cliente_272,Julia Freitas,Salvador,BA,Nordeste,P0019,Mouse Redragon Wireless,Informática,1,165.99,0.0736,12.22,153.77,Baixo Valor,2025-01-29,2025-01-27,-2,False
ORD00564,2025-01-21,2025,Q1,1,Janeiro,Cliente_279,Sofia Santos,Chapecó,SC,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,4,549.9,0.064,140.76,2058.84,Médio Valor,2025-01-26,2025-01-24,-2,False
ORD00565,2025-01-21,2025,Q1,1,Janeiro,Cliente_283,Maria Clara Porto,Teresina,PI,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.0952,290.36,2759.63,Médio Valor,2025-01-23,2025-01-22,-1,False
ORD00566,2025-01-21,2025,Q1,1,Janeiro,Cliente_312,Juan Araújo,Bacabal,MA,Nordeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,4,49.9,0.1113,22.2,177.4,Baixo Valor,2025-01-27,2025-01-27,0,False
ORD00568,2025-01-21,2025,Q1,1,Janeiro,Cliente_330,Rebeca Farias,Cascavel,PR,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2,129.86,0.0356,9.24,250.48,Baixo Valor,2025-01-26,2025-01-27,1,True
ORD00569,2025-01-21,2025,Q1,1,Janeiro,Cliente_341,Alana Cardoso,Timon,MA,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3,51.8,0.0722,11.22,144.18,Baixo Valor,2025-01-27,2025-01-31,4,True
ORD00570,2025-01-21,2025,Q1,1,Janeiro,Cliente_436,Daniel Carvalho,Itajaí,SC,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4,428.99,0.3313,568.48,1147.48,Médio Valor,2025-01-27,2025-01-28,1,True
ORD00571,2025-01-21,2025,Q1,1,Janeiro,Cliente_465,Antônio Campos,Feira de Santana,BA,Nordeste,P0020,Teclado Mecanico Fizz,Informática,4,174.9,0.0511,35.76,663.84,Médio Valor,2025-01-24,2025-01-22,-2,False
ORD00572,2025-01-21,2025,Q1,1,Janeiro,Cliente_546,Nicole Costa,Caracaraí,RR,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,1,1079.0,0.0721,77.8,1001.2,Médio Valor,2025-01-28,2025-01-27,-1,False
ORD00573,2025-01-22,2025,Q1,1,Janeiro,Cliente_025,Matheus Novaes,Joinville,SC,Sul,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,1,1399.9,0.0725,101.49,1298.41,Médio Valor,2025-01-27,2025-01-25,-2,False
ORD00574,2025-01-22,2025,Q1,1,Janeiro,Cliente_030,João Lucas da Costa,Joinville,SC,Sul,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3,51.8,0.0896,13.92,141.48,Baixo Valor,2025-01-24,2025-01-23,-1,False
ORD00575,2025-01-22,2025,Q1,1,Janeiro,Cliente_043,Luiz Fernando Moura,Vilhena,RO,Norte,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,2,1799.01,0.077,277.04,3320.98,Médio Valor,2025-01-30,2025-01-28,-2,False
ORD00576,2025-01-22,2025,Q1,1,Janeiro,Cliente_100,Beatriz Costa,Bom Jesus,PI,Nordeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1,1072.0,0.1496,160.37,911.63,Médio Valor,2025-01-27,2025-01-24,-3,False
ORD00578,2025-01-22,2025,Q1,1,Janeiro,Cliente_146,Levi Freitas,Ji-Paraná,RO,Norte,P0018,"Monitor UHD Samsung 32""",Informática,4,1626.57,0.0583,379.32,6126.96,Alto Valor,2025-01-27,2025-01-29,2,True
ORD00579,2025-01-22,2025,Q1,1,Janeiro,Cliente_154,Juan Duarte,São Paulo,SP,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3,129.86,0.0215,8.37,381.21,Baixo Valor,2025-01-27,2025-01-31,4,True
ORD00580,2025-01-22,2025,Q1,1,Janeiro,Cliente_158,Emanuel Ramos,Timon,MA,Nordeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,4,49.9,0.062,12.36,187.24,Baixo Valor,2025-01-30,2025-02-03,4,True
ORD00581,2025-01-22,2025,Q1,1,Janeiro,Cliente_161,Murilo Monteiro,Currais Novos,RN,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1,129.86,0.0182,2.36,127.5,Baixo Valor,2025-01-27,2025-01-27,0,False
ORD00582,2025-01-22,2025,Q1,1,Janeiro,Cliente_174,Manuela Nogueira,Pelotas,RS,Sul,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,1,124.91,0.0119,1.49,123.42,Baixo Valor,2025-01-27,2025-01-27,0,False
ORD00584,2025-01-22,2025,Q1,1,Janeiro,Cliente_230,Maria Nogueira,Bayeux,PB,Nordeste,P0024,Memória Kingston Fury 16GB DDR5,Informática,1,389.9,0.0855,33.34,356.56,Baixo Valor,2025-01-25,2025-01-24,-1,False
ORD00585,2025-01-22,2025,Q1,1,Janeiro,Cliente_231,Maria Luiza Rezende,Maringá,PR,Sul,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,1,49.9,0.0471,2.35,47.55,Baixo Valor,2025-01-26,2025-01-28,2,True
ORD00586,2025-01-22,2025,Q1,1,Janeiro,Cliente_240,Esther Monteiro,Fortaleza,CE,Nordeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3,769.9,0.0236,54.51,2255.19,Médio Valor,2025-01-27,2025-01-27,0,False
ORD00587,2025-01-22,2025,Q1,1,Janeiro,Cliente_247,João Moraes,Campinas,SP,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,2,53.9,0.0671,7.24,100.56,Baixo Valor,2025-01-29,2025-01-29,0,False
ORD00588,2025-01-22,2025,Q1,1,Janeiro,Cliente_247,João Moraes,Campinas,SP,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3,1079.0,0.1214,392.97,2844.03,Médio Valor,2025-01-26,2025-01-25,-1,False
ORD00589,2025-01-22,2025,Q1,1,Janeiro,Cliente_263,Sr. Cauã Carvalho,Uberlândia,MG,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,1,1979.1,0.0568,112.41,1866.69,Médio Valor,2025-01-25,2025-01-25,0,False
ORD00590,2025-01-22,2025,Q1,1,Janeiro,Cliente_263,Sr. Cauã Carvalho,Uberlândia,MG,Sudeste,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,4,1399.9,0.0803,449.64,5149.96,Alto Valor,2025-01-27,2025-01-28,1,True
ORD00591,2025-01-22,2025,Q1,1,Janeiro,Cliente_326,Emanuella Porto,Ferreira Gomes,AP,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2,769.9,0.0111,17.1,1522.7,Médio Valor,2025-01-27,2025-01-27,0,False
ORD00592,2025-01-22,2025,Q1,1,Janeiro,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,2,1626.57,0.0603,196.16,3056.98,Médio Valor,2025-01-29,2025-01-28,-1,False
ORD00593,2025-01-22,2025,Q1,1,Janeiro,Cliente_371,Ana Luiza Nunes,Joinville,SC,Sul,P0022,Smartphone Motorola Edge 50 Neo,Smartphones e Tablets,3,2299.9,0.0776,535.41,6364.29,Alto Valor,2025-01-26,2025-01-26,0,False
ORD00594,2025-01-22,2025,Q1,1,Janeiro,Cliente_402,Catarina Gonçalves,Niterói,RJ,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,3,4604.0,0.056,773.46,13038.54,Alto Valor,2025-01-24,2025-01-23,-1,False
ORD00595,2025-01-22,2025,Q1,1,Janeiro,Cliente_420,Anthony Oliveira Cruz,Vitória,ES,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2,129.86,0.0577,14.98,244.74,Baixo Valor,2025-01-28,2025-01-30,2,True
ORD00596,2025-01-22,2025,Q1,1,Janeiro,Cliente_435,Augusto Silveira,Cachoeiro de Itapemirim,ES,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.1788,38.56,177.04,Baixo Valor,2025-01-24,2025-01-23,-1,False
ORD00597,2025-01-22,2025,Q1,1,Janeiro,Cliente_483,Melissa Gomes,Blumenau,SC,Sul,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,1,899.0,0.0343,30.84,868.16,Médio Valor,2025-01-25,2025-01-24,-1,False
ORD00598,2025-01-22,2025,Q1,1,Janeiro,Cliente_501,Júlia Mota,Contagem,MG,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,2,4604.0,0.0738,679.56,8528.44,Alto Valor,2025-01-27,2025-01-27,0,False
ORD00599,2025-01-22,2025,Q1,1,Janeiro,Cliente_513,Bryan Pereira,Londrina,PR,Sul,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.2083,44.92,170.68,Baixo Valor,2025-01-26,2025-01-25,-1,False
ORD00600,2025-01-22,2025,Q1,1,Janeiro,Cliente_521,Lívia Ferreira,Gravataí,RS,Sul,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,4,124.91,0.0378,18.88,480.76,Baixo Valor,2025-01-26,2025-01-31,5,True
ORD00601,2025-01-22,2025,Q1,1,Janeiro,Cliente_523,Lucas Moreira,Curitiba,PR,Sul,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2,769.9,0.0223,34.34,1505.46,Médio Valor,2025-01-25,2025-01-29,4,True
ORD00602,2025-01-22,2025,Q1,1,Janeiro,Cliente_528,Thiago Mata Mendes,Niterói,RJ,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1388,423.34,2626.65,Médio Valor,2025-01-26,2025-01-26,0,False
ORD00603,2025-01-23,2025,Q1,1,Janeiro,Cliente_053,Pedro Moreira,Campinas,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2,3049.99,0.0928,566.08,5533.9,Alto Valor,2025-01-29,2025-01-29,0,False
ORD00604,2025-01-23,2025,Q1,1,Janeiro,Cliente_122,Natália Silva,Cascavel,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1,1072.0,0.1779,190.71,881.29,Médio Valor,2025-01-27,2025-01-27,0,False
ORD00605,2025-01-23,2025,Q1,1,Janeiro,Cliente_149,Manuela Santos,Caxias do Sul,RS,Sul,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3,51.8,0.0888,13.8,141.6,Baixo Valor,2025-01-28,2025-01-29,1,True
ORD00606,2025-01-23,2025,Q1,1,Janeiro,Cliente_191,Juliana Pereira,Ribeirão Preto,SP,Sudeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3,124.91,0.0283,10.59,364.14,Baixo Valor,2025-01-27,2025-01-27,0,False
ORD00607,2025-01-23,2025,Q1,1,Janeiro,Cliente_191,Juliana Pereira,Ribeirão Preto,SP,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,4,769.9,0.0518,159.52,2920.08,Médio Valor,2025-01-25,2025-01-28,3,True
ORD00608,2025-01-23,2025,Q1,1,Janeiro,Cliente_194,Pedro Gomes,Pelotas,RS,Sul,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,2,124.91,0.0166,4.14,245.68,Baixo Valor,2025-01-29,2025-02-03,5,True
ORD00609,2025-01-23,2025,Q1,1,Janeiro,Cliente_195,Maria Luiza da Conceição,Belém,PA,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,1,1079.0,0.1022,110.27,968.73,Médio Valor,2025-01-29,2025-01-28,-1,False
ORD00610,2025-01-23,2025,Q1,1,Janeiro,Cliente_196,Fernando Costa,Vila Velha,ES,Sudeste,P0018,"Monitor UHD Samsung 32""",Informática,1,1626.57,0.0335,54.49,1572.08,Médio Valor,2025-01-25,2025-01-26,1,True
ORD00611,2025-01-23,2025,Q1,1,Janeiro,Cliente_213,Sra. Daniela Lima,São Bernardo do Campo,SP,Sudeste,P0020,Teclado Mecanico Fizz,Informática,1,174.9,0.0815,14.25,160.65,Baixo Valor,2025-01-27,2025-01-27,0,False
ORD00612,2025-01-23,2025,Q1,1,Janeiro,Cliente_220,Larissa da Paz,Caucaia,CE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,1,949.0,0.0197,18.7,930.3,Médio Valor,2025-01-29,2025-01-26,-3,False
ORD00613,2025-01-23,2025,Q1,1,Janeiro,Cliente_234,Leonardo Oliveira,Maringá,PR,Sul,P0017,ACER Notebook Gamer Nitro,Informática,3,4604.0,0.11,1519.32,12292.68,Alto Valor,2025-01-25,2025-01-25,0,False
ORD00614,2025-01-23,2025,Q1,1,Janeiro,Cliente_244,Maria Vitória Martins,Rio de Janeiro,RJ,Sudeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3,124.91,0.0151,5.67,369.06,Baixo Valor,2025-01-28,2025-01-27,-1,False
ORD00615,2025-01-23,2025,Q1,1,Janeiro,Cliente_263,Sr. Cauã Carvalho,Uberlândia,MG,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,1,17.9,0.1303,2.33,15.57,Baixo Valor,2025-01-29,2025-01-29,0,False
ORD00616,2025-01-23,2025,Q1,1,Janeiro,Cliente_285,Maria Vitória Jesus,Vitória da Conquista,BA,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.0823,17.76,197.84,Baixo Valor,2025-01-28,2025-01-26,-2,False
ORD00617,2025-01-23,2025,Q1,1,Janeiro,Cliente_300,Dra. Maria Sophia Nogueira,Chapecó,SC,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2,17.9,0.0848,3.04,32.76,Baixo Valor,2025-01-28,2025-01-28,0,False
ORD00618,2025-01-23,2025,Q1,1,Janeiro,Cliente_323,Dr. João Pedro Carvalho,Boa Vista,RR,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1,129.86,0.0572,7.43,122.43,Baixo Valor,2025-01-29,2025-01-29,0,False
ORD00620,2025-01-23,2025,Q1,1,Janeiro,Cliente_325,Fernanda da Costa,Joinville,SC,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.109,93.52,764.46,Médio Valor,2025-01-26,2025-01-26,0,False
ORD00621,2025-01-23,2025,Q1,1,Janeiro,Cliente_326,Emanuella Porto,Ferreira Gomes,AP,Norte,P0025,Webcam Logitech Full HD,Informática,4,329.9,0.1612,212.72,1106.88,Médio Valor,2025-01-27,2025-01-30,3,True
ORD00623,2025-01-23,2025,Q1,1,Janeiro,Cliente_337,Benício Fernandes,Castanhal,PA,Norte,P0020,Teclado Mecanico Fizz,Informática,4,174.9,0.0803,56.16,643.44,Médio Valor,2025-01-28,2025-01-27,-1,False
ORD00624,2025-01-23,2025,Q1,1,Janeiro,Cliente_356,Matheus Ribeiro,Londrina,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2,1072.0,0.0764,163.8,1980.2,Médio Valor,2025-01-27,2025-01-27,0,False
ORD00625,2025-01-23,2025,Q1,1,Janeiro,Cliente_394,Eduardo Oliveira,Ribeirão Preto,SP,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2,17.9,0.1138,4.08,31.72,Baixo Valor,2025-01-26,2025-01-24,-2,False
ORD00626,2025-01-23,2025,Q1,1,Janeiro,Cliente_416,Maria Julia Duarte,Caicó,RN,Nordeste,P0027,Caixa de Som Bluetooth JBL,Áudio,1,549.9,0.0227,12.48,537.42,Médio Valor,2025-01-31,2025-02-04,4,True
ORD00628,2025-01-23,2025,Q1,1,Janeiro,Cliente_425,Igor Mota Castro,Pico,PI,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4,428.99,0.1768,303.4,1412.56,Médio Valor,2025-01-28,2025-01-29,1,True
ORD00629,2025-01-23,2025,Q1,1,Janeiro,Cliente_442,Gabriela Novaes,Londrina,PR,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.1745,149.72,708.26,Médio Valor,2025-01-28,2025-02-01,4,True
ORD00630,2025-01-23,2025,Q1,1,Janeiro,Cliente_459,Nina Costela,Duque de Caxias,RJ,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2,769.9,0.0487,74.98,1464.82,Médio Valor,2025-01-27,2025-01-26,-1,False
ORD00631,2025-01-23,2025,Q1,1,Janeiro,Cliente_491,Thiago Teixeira Moreira,Ponta Grossa,PR,Sul,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3,769.9,0.0197,45.51,2264.19,Médio Valor,2025-01-30,2025-01-29,-1,False
ORD00632,2025-01-23,2025,Q1,1,Janeiro,Cliente_531,Juliana Freitas Ribeiro,Blumenau,SC,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,2,549.9,0.0554,60.92,1038.88,Médio Valor,2025-01-26,2025-01-26,0,False
ORD00633,2025-01-24,2025,Q1,1,Janeiro,Cliente_007,Helena Souza,Feira de Santana,BA,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.1763,151.26,706.72,Médio Valor,2025-01-29,2025-01-28,-1,False
ORD00634,2025-01-24,2025,Q1,1,Janeiro,Cliente_008,Thales Pereira,Cascavel,PR,Sul,P0025,Webcam Logitech Full HD,Informática,3,329.9,0.1106,109.47,880.23,Médio Valor,2025-01-30,2025-01-30,0,False
ORD00635,2025-01-24,2025,Q1,1,Janeiro,Cliente_009,Sofia Sales,Ponta Grossa,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1,1072.0,0.1153,123.6,948.4,Médio Valor,2025-01-29,2025-01-27,-2,False
ORD00636,2025-01-24,2025,Q1,1,Janeiro,Cliente_017,Vitor Gabriel Costa,Estância,SE,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2,428.99,0.2095,179.74,678.24,Médio Valor,2025-01-29,2025-01-29,0,False
ORD00637,2025-01-24,2025,Q1,1,Janeiro,Cliente_043,Luiz Fernando Moura,Vilhena,RO,Norte,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,2,124.91,0.0142,3.54,246.28,Baixo Valor,2025-02-01,2025-02-01,0,False
ORD00638,2025-01-24,2025,Q1,1,Janeiro,Cliente_044,Dr. Pedro Porto,Londrina,PR,Sul,P0020,Teclado Mecanico Fizz,Informática,4,174.9,0.0543,38.0,661.6,Médio Valor,2025-01-27,2025-01-26,-1,False
ORD00639,2025-01-24,2025,Q1,1,Janeiro,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4,17.9,0.1312,9.4,62.2,Baixo Valor,2025-02-01,2025-02-01,0,False
ORD00640,2025-01-24,2025,Q1,1,Janeiro,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,4,1079.0,0.0646,278.8,4037.2,Médio Valor,2025-01-31,2025-01-31,0,False
ORD00641,2025-01-24,2025,Q1,1,Janeiro,Cliente_097,Brenda Nunes,Manaus,AM,Norte,P0022,Smartphone Motorola Edge 50 Neo,Smartphones e Tablets,4,2299.9,0.0551,506.88,8692.72,Alto Valor,2025-01-28,2025-01-27,-1,False
ORD00642,2025-01-24,2025,Q1,1,Janeiro,Cliente_100,Beatriz Costa,Bom Jesus,PI,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1313,400.46,2649.53,Médio Valor,2025-01-30,2025-02-01,2,True
