id_venda,data_venda,id_cliente,nome_cliente,cidade,estado,regiao,id_produto,produto,categoria,quantidade,preco_unitario,desconto,previsao_entrega,data_entrega
ORD01339,2025-02-18,Cliente_465,Antônio Campos,Feira de Santana,BA,Nordeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4.0,17.9,0.111,2025-02-25,2025-02-25
ORD01340,2025-02-18,Cliente_474,Benjamin Novaes,Joinville,SC,Sul,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,2.0,1799.01,0.2202,2025-02-21,2025-02-20
ORD01341,2025-02-18,Cliente_530,Pietra Farias Novaes,Juazeiro do Norte,CE,Nordeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3.0,124.91,0.0484,2025-02-24,2025-02-22
ORD01342,2025-02-18,Cliente_533,Sophia Gonçalves Teixeira,Recife,PE,Nordeste,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,3.0,1399.9,0.1596,2025-02-20,2025-02-20
ORD01343,2025-02-18,Cliente_540,Murilo Ferreira Costa,Pelotas,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,3.0,1072.0,0.0142,2025-02-23,2025-02-23
ORD01344,2025-02-18,Cliente_548,Benício Almeida,Tarauacá,AC,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2.0,129.86,0.0994,2025-02-20,2025-02-19
ORD01345,2025-02-19,Cliente_019,Gabriela da Paz,Uberlândia,MG,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4.0,428.99,0.2217,2025-02-24,2025-02-23
ORD01346,2025-02-19,Cliente_021,Mirella Rodrigues,Ribeirão Preto,SP,Sudeste,P0020,Teclado Mecanico Fizz,Informática,2.0,174.9,0.35,2025-02-23,2025-02-21
ORD01347,2025-02-19,Cliente_030,João Lucas da Costa,Joinville,SC,Sul,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,4.0,51.8,0.1524,2025-02-22,2025-02-23
ORD01348,2025-02-19,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,2.0,2742.13,0.0408,2025-03-01,2025-02-26
ORD01349,2025-02-19,Cliente_071,Bárbara Correia,Mazagão,AP,Norte,P0019,Mouse Redragon Wireless,Informática,1.0,165.99,0.0499,2025-02-28,2025-02-26
ORD01350,2025-02-19,Cliente_087,Dr. Pietro Silva,Pico,PI,Nordeste,P0009,Smart TV 32” Philco LED Roku TV, TV e Projeção,3.0,949.0,0.0145,2025-02-22,2025-02-21
ORD01351,2025-02-19,Cliente_090,Caio Novaes,Blumenau,SC,Sul,P0008,Película de Vidro 3D Galaxy A30s ,Acessórios Mobile,3.0,17.9,0.0686,2025-02-25,2025-02-24
ORD01352,2025-02-19,Cliente_111,João Vitor Campos,Crato,CE,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1.0,129.86,0.1116,2025-02-23,2025-02-20
ORD01353,2025-02-19,Cliente_120,Laís das Neves,Tarauacá,AC,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4.0,428.99,0.1058,2025-02-28,2025-02-27
ORD01354,2025-02-19,Cliente_141,Dr. Thiago da Mota,Santa Maria,RS,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2.0,129.86,0.0701,2025-02-23,2025-02-23
ORD01355,2025-02-19,Cliente_151,Lorenzo Moura,Vitória da Conquista,BA,Nordeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,1.0,1979.1,0.1246,2025-02-21,2025-02-20
ORD01356,2025-02-19,Cliente_154,Juan Duarte,São Paulo,SP,Sudeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,4.0,949.0,0.1352,2025-02-22,2025-02-21
ORD01357,2025-02-19,Cliente_156,Lívia da Rocha,Cacoal,RO,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3.0,51.8,0.0854,2025-02-24,2025-02-23
ORD01358,2025-02-19,Cliente_169,Pedro Henrique Monteiro,Ji-Paraná,RO,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,4.0,769.9,0.042,2025-02-22,2025-02-20
ORD01359,2025-02-19,Cliente_171,Vitor Gabriel Fernandes,Ferreira Gomes,AP,Norte,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,2.0,949.0,0.1391,2025-02-27,2025-02-28
ORD01360,2025-02-19,Cliente_174,Manuela Nogueira,Pelotas,RS,Sul,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,1.0,2742.13,0.0479,2025-02-25,2025-02-25
ORD01361,2025-02-19,Cliente_195,Maria Luiza da Conceição,Belém,PA,Norte,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.0547,2025-02-28,2025-03-03
ORD01362,2025-02-19,Cliente_196,Fernando Costa,Vila Velha,ES,Sudeste,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.0982,2025-02-24,2025-02-24
ORD01363,2025-02-19,Cliente_197,Sofia Barbosa,Ponta Grossa,PR,Sul,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,3.0,899.0,0.0776,2025-02-26,2025-02-25
ORD01364,2025-02-19,Cliente_200,Ian da Mata,Boa Vista,RR,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.0212,2025-02-25,2025-02-24
ORD01365,2025-02-19,Cliente_200,Ian da Mata,Boa Vista,RR,Norte,P0021,SSD Crucial 1TB NVMe M.2,Informática,2.0,449.0,0.0431,2025-02-25,2025-02-24
ORD01366,2025-02-19,Cliente_216,Yasmin Costela,Pelotas,RS,Sul,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,,949.0,0.0301,2025-02-22,2025-02-21
ORD01367,2025-02-19,Cliente_230,Maria Nogueira,Bayeux,PB,Nordeste,P0007,Película para iPhone 14Pro Anti impacto, Acessórios Mobile,3.0,51.8,0.1347,2025-02-23,2025-02-20
ORD01368,2025-02-19,Cliente_241,Matheus Ribeiro,Curitiba,PR,Sul,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3.0,51.8,0.0061,2025-02-22,2025-02-21
ORD01369,2025-02-19,Cliente_247,João Moraes,Campinas,SP,Sudeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,3.0,2742.13,0.0552,2025-02-21,2025-02-21
ORD01370,2025-02-19,Cliente_248,Dr. João Guilherme da Rosa,Duque de Caxias,RJ,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,4.0,769.9,0.0527,2025-02-21,2025-02-21
ORD01371,2025-02-19,Cliente_257,Dr. Matheus Castro,Camaçari,BA,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0726,2025-02-21,2025-02-21
ORD01372,2025-02-19,Cliente_263,Sr. Cauã Carvalho,Uberlândia,MG,Sudeste,P0007,Película para iPhone 14Pro Anti impacto ,Acessórios Mobile,1.0,51.8,0.0915,2025-02-25,2025-02-25
ORD01373,2025-02-19,Cliente_264,Sr. Noah da Paz,Itacoatiara,AM,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4.0,428.99,0.1062,2025-02-21,2025-02-21
ORD01374,2025-02-19,Cliente_278,Bianca Pereira,Porto Nacional,TO,Norte,P0021,SSD Crucial 1TB NVMe M.2,Informática,4.0,449.0,0.1093,2025-02-28,2025-03-03
ORD01375,2025-02-19,Cliente_309,Dra. Ana Laura Pires,Itajaí,SC,Sul,P0020,Teclado Mecanico Fizz,Informática,,174.9,0.1372,2025-02-27,2025-02-26
ORD01376,2025-02-19,Cliente_312,Juan Araújo,Bacabal,MA,Nordeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,3.0,17.9,0.1241,2025-02-24,2025-02-25
ORD01377,2025-02-19,Cliente_314,Nina Ramos,Laranjal do Jari,AP,Norte,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,2.0,2742.13,0.1268,2025-02-24,2025-02-24
ORD01378,2025-02-19,Cliente_314,Nina Ramos,Laranjal do Jari,AP,Norte,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.1003,2025-02-28,2025-02-27
ORD01379,2025-02-19,Cliente_324,João Guilherme Araújo,Nova Iguaçu,RJ,Sudeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3.0,124.91,0.009,2025-02-21,2025-02-21
ORD01380,2025-02-19,Cliente_330,Rebeca Farias,Cascavel,PR,Sul,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,4.0,1399.9,0.1869,2025-02-22,2025-02-20
ORD01381,2025-02-19,Cliente_333,Isaac Lopes,Londrina,PR,Sul,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2.0,769.9,0.0254,2025-02-22,2025-02-25
ORD01382,2025-02-19,Cliente_335,Larissa Rodrigues,Floriano,PI,Nordeste,P0020,Teclado Mecanico Fizz,Informática,2.0,174.9,0.1215,2025-02-24,2025-02-24
ORD01383,2025-02-19,Cliente_337,Benício Fernandes,Castanhal,PA,Norte,P0020,Teclado Mecanico Fizz, Informática,2.0,174.9,0.0785,2025-02-28,2025-02-26
ORD01384,2025-02-19,Cliente_371,Ana Luiza Nunes,Joinville,SC,Sul,P0017,ACER Notebook Gamer Nitro,Informática,3.0,4604.0,0.0993,2025-02-25,2025-02-25
ORD01385,2025-02-19,Cliente_382,Bryan Ribeiro,Cachoeiro de Itapemirim,ES,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,4.0,1979.1,0.0953,2025-02-23,2025-02-25
ORD01386,2025-02-19,Cliente_409,Eloah Silva,Sobral,CE,Nordeste,P0024,Memória Kingston Fury 16GB DDR5,Informática,3.0,389.9,0.1711,2025-02-25,2025-02-25
ORD01387,2025-02-19,Cliente457,Francisco Cardoso,Itajaí,SC,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,3.0,17.9,0.1288,2025-02-22,2025-02-20
ORD01388,2025-02-19,Cliente_506,Juliana Barbosa,Bacabal,MA,Nordeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,3.0,899.0,0.0573,2025-02-24,2025-02-21
ORD01389,2025-02-19,Cliente_517,Letícia Cunha,Parnamirim,RN,Nordeste,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,4.0,1399.9,0.1959,2025-02-26,2025-02-26
ORD01390,2025-02-20,Cliente_002,Fernanda Lima,Vila Velha,ES,Sudeste,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,3.0,1799.01,0.1965,2025-02-26,2025-02-26
ORD01391,2025-02-20,Cliente_003,Giovanna Aragão,Belém,PA,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1.0,769.9,0.016,2025-02-28,2025-03-04
ORD01392,2025-02-20,Cliente_007,Helena Souza,Feira de Santana,BA,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,2.0,1626.57,0.1156,2025-02-25,2025-02-25
ORD01393,2025-02-20,Cliente_010,Cauã da Rosa,Sobral,CE,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2.0,51.8,0.065,2025-02-25,2025-02-25
ORD01394,2025-02-20,Cliente_017,Vitor Gabriel Costa,Estância,SE,Nordeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,2.0,899.0,0.0268,2025-02-23,2025-02-21
ORD01395,2025-02-20,Cliente_021,Mirella Rodrigues,Ribeirão Preto,SP,Sudeste,P0018,"Monitor UHD Samsung 32""",Informática,4.0,1626.57,0.022,2025-02-22,2025-02-21
ORD01396,2025-02-20,Cliente_024,Juliana Ferreira,Itacoatiara,AM,Norte,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,1.0,949.0,0.0153,2025-02-26,2025-02-23
ORD01397,2025-02-20,Cliente_025,Matheus Novaes,Joinville,SC,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.0574,2025-02-22,2025-02-21
ORD01398,2025-02-20,Cliente_040,Renan Silveira,Propriá,SE,Nordeste,P0019,Mouse Redragon Wireless,Informática,1.0,165.99,0.1638,2025-02-24,2025-02-23
ORD01399,2025-02-20,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,4.0,1799.01,0.0654,2025-02-23,2025-02-23
ORD01400,2025-02-20,cliente_062,Rodrigo da Paz,Uberlândia,MG,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3.0,769.9,0.0194,2025-02-26,2025-02-26
ORD01401,2025-02-20,Cliente_068,Stephany Moreira,Curitiba,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1.0,1072.0,0.0263,2025-02-23,2025-02-22
ORD01402,2025-02-20,Cliente_075,Rafaela Peixoto,Ribeirão Preto,SP,Sudeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,3.0,1072.0,0.0198,2025-02-24,2025-02-23
ORD01403,2025-02-20,Cliente_080,Kamilly Porto,Santana,AP,Norte,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.0881,2025-02-26,2025-02-26
ORD01404,2025-02-20,Cliente_119,Daniel Costa,Jaboatão dos Guararapes,PE,Nordeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1.0,769.9,0.1486,2025-02-26,2025-03-05
ORD01405,2025-02-20,Cliente_121,Kamilly Pereira,Pelotas,RS,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2.0,129.86,0.0439,2025-02-24,2025-02-24
ORD01406,2025-02-20,Cliente_122,Natália Silva,Cascavel,PR,Sul,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.1303,2025-02-23,2025-02-23
ORD01407,2025-02-20,Cliente_124,Srta. Ana Júlia Pereira,Santo André,SP,Sudeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,1.0,49.9,0.124,2025-02-22,2025-02-23
ORD01408,2025-02-20,Cliente_167,Sophie da Cruz,Caucaia,CE,Nordeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2.0,769.9,0.027,2025-02-25,2025-02-22
ORD01409,2025-02-20,Cliente_196,Fernando Costa,Vila Velha,ES,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,3.0,4604.0,0.1161,2025-02-22,2025-02-23
ORD01410,2025-02-20,Cliente_200,Ian da Mata,Boa Vista,RR,Norte,P0020,Teclado Mecanico Fizz,Informática,1.0,174.9,0.0297,2025-02-24,2025-02-24
ORD01411,2025-02-20,Cliente_209,Eduarda Nunes,Recife,PE,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4.0,428.99,0.3454,2025-02-24,2025-02-23
ORD01412,2025-02-20,Cliente_212,Letícia Carvalho,Juiz de Fora,MG,Sudeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2.0,1072.0,0.0311,2025-02-26,2025-02-25
ORD01413,2025-02-20,Cliente_222,João Gabriel Nunes,Vitória,ES,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.0978,2025-02-27,2025-02-24
ORD01414,2025-02-20,Cliente_230,Maria Nogueira,Bayeux,PB,Nordeste,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,3.0,1799.01,0.0609,2025-02-25,2025-02-24
ORD01415,2025-02-20,Cliente_243,Laura da Cunha,Maringá,PR,Sul,P0004, Carregador Turbo Tipo-C 50w,Acessórios Mobile,,53.9,0.046,2025-02-27,2025-02-25
ORD01416,2025-02-20,Cliente_285,Maria Vitória Jesus,Vitória da Conquista,BA,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2.0,51.8,0.0354,2025-02-26,2025-02-24
ORD01417,2025-02-20,Cliente_296,Dra. Sophie da Luz,Caruaru,PE,Nordeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3.0,124.91,0.0679,2025-02-25,2025-02-23
ORD01418,2025-02-20,Cliente_323,Dr. João Pedro Carvalho,Boa Vista,RR,Norte,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,1.0,17.9,0.0223,2025-03-01,2025-03-01
ORD01419,2025-02-20,Cliente_327,Sra. Maria Eduarda Cardoso,Vila Velha,ES,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.0739,2025-02-26,2025-02-25
ORD01420,2025-02-20,Cliente_328,Luiza Lopes,Olinda,PE,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4.0,53.9,0.1016,2025-02-22,2025-02-22
ORD01421,2025-02-20,Cliente_347,Murilo Cunha,Porto Nacional,TO,Norte,P0018,"Monitor UHD Samsung 32""",Informática,3.0,1626.57,0.0965,2025-02-26,2025-02-25
ORD01422,2025-02-20,Cliente_354,Pedro Miguel Mendes,Macapá,AP,Norte,P0018,"Monitor UHD Samsung 32""",Informática,1.0,1626.57,0.0703,2025-02-24,2025-02-24
ORD01423,2025-02-20,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,1.0,1626.57,0.1434,2025-02-24,2025-02-21
ORD01424,2025-02-20,Cliente_382,Bryan Ribeiro,Cachoeiro de Itapemirim,ES,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1.0,769.9,0.0702,2025-02-24,2025-02-22
ORD01425,2025-02-20,Cliente_406,Laís da Costa,Juiz de Fora,MG,Sudeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2.0,51.8,0.1016,2025-02-26,2025-02-25
ORD01426,2025-02-20,Cliente_430,Guilherme Silveira Gomes,Caxias do Sul,RS,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,2.0,549.9,0.0689,2025-02-22,2025-02-26
ORD01427,2025-02-20,Cliente_472,Francisco Fogaça,Vitória,ES,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2.0,769.9,0.0336,2025-02-27,2025-02-27
ORD01428,2025-02-20,Cliente_483,Melissa Gomes,Blumenau,SC,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,4.0,1079.0,0.125,2025-02-24,2025-02-27
ORD01429,2025-02-21,Cliente_006,Miguel Cardoso,Juazeiro,BA,Nordeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,2.0,1979.1,0.1268,2025-02-23,2025-02-23
ORD01430,2025-02-21,Cliente_013,Luiza Silva,Natal,RN,Nordeste,P0020,Teclado Mecanico Fizz,Informática,2.0,174.9,0.1254,2025-02-27,2025-02-26
ORD01431,2025-02-21,Cliente_019,Gabriela da Paz,Uberlândia,MG,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1.0,129.86,0.0463,2025-02-26,2025-02-26
ORD01432,2025-02-21,Cliente_040,Renan Silveira,Propriá,SE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3.0,949.0,0.0312,2025-02-27,2025-02-26
ORD01433,2025-02-21,Cliente_044,Dr. Pedro Porto,Londrina,PR,Sul,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,3.0,2742.13,0.0467,2025-02-25,2025-03-01
ORD01434,2025-02-21, Cliente_053,Pedro Moreira,Campinas,SP,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,2.0,1079.0,0.0973,2025-02-27,2025-02-24
ORD01435,2025-02-21,Cliente_060,Kaique Gomes,São Bernardo do Campo,SP,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,1.0,1079.0,0.0748,2025-02-25,2025-02-24
ORD01436,2025-02-21,Cliente_102,Dr. Miguel Cunha,Gravataí,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,3.0,1072.0,0.0185,2025-02-23,2025-02-22
ORD01437,2025-02-21,Cliente_117,Dra. Maysa Fogaça,Propriá,SE,Nordeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,1.0,449.0,0.0232,2025-02-24,2025-02-24
ORD01438,2025-02-21,Cliente_156,Lívia da Rocha,Cacoal,RO,Norte,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,4.0,49.9,0.1221,2025-02-24,2025-02-23
ORD01439,2025-02-21,Cliente_171,Vitor Gabriel Fernandes,Ferreira Gomes,AP,Norte,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4.0,899.0,0.0976,2025-03-01,2025-03-01
ORD01440,2025-02-21,Cliente_203,Nicolas Porto,Ji-Paraná,RO,Norte,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,1.0,949.0,0.0048,2025-02-27,2025-02-27
ORD01441,2025-02-21,Cliente_211,Srta. Natália Cardoso,Cruzeiro do Sul,AC,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3.0,51.8,0.1215,2025-02-24,2025-02-24
ORD01442,2025-02-21,Cliente_222,João Gabriel Nunes,Vitória,ES,Sudeste,P0027,Caixa de Som Bluetooth JBL,Áudio,3.0,549.9,0.0785,2025-02-25,2025-02-26
ORD01443,2025-02-21,Cliente_242,Clarice Campos,Curitiba,PR,Sul,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.0559,2025-02-23,2025-02-26
ORD01444,2025-02-21,Cliente_243,Laura da Cunha,Maringá,PR,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,2.0,549.9,0.1182,2025-02-25,2025-02-25
ORD01445,2025-02-21,Cliente_248,Dr. João Guilherme da Rosa,Duque de Caxias,RJ,Sudeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção ,1.0,949.0,0.0103,2025-02-28,2025-02-26
ORD01446,2025-02-21,Cliente_250,Raul Carvalho,Santana,AP,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.0177,2025-03-02,2025-03-02
ORD01447,2025-02-21,Cliente_252,Sr. Isaac Melo,Itajaí,SC,Sul,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,3.0,899.0,0.0357,2025-02-26,2025-03-03
ORD01448,2025-02-21,Cliente_258,Pedro Lucas Pires,Blumenau,SC,Sul,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,4.0,51.8,0.1457,2025-02-27,2025-02-26
ORD01449,2025-02-21,Cliente_263,Sr. Cauã Carvalho,Uberlândia,MG,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3.0,1079.0,0.1223,2025-02-24,2025-02-22
ORD01450,2025-02-21,Cliente_273,Leonardo Melo,Sobral,CE,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,2.0,53.9,0.0327,2025-02-26,2025-02-24
ORD01451,2025-02-21,Cliente_273,Leonardo Melo,Sobral,CE,Nordeste,P0020,Teclado Mecanico Fizz,Informática,4.0,174.9,0.1437,2025-02-27,2025-02-25
ORD01452,2025-02-21,Cliente_294,Larissa Teixeira,Ferreira Gomes,AP,Norte,P0017,ACER Notebook Gamer Nitro,Informática,,4604.0,0.1892,2025-02-27,2025-02-27
ORD01453,2025-02-21,Cliente_299,Pietra Duarte,Parintins,AM,Norte,P0021,SSD Crucial 1TB NVMe M.2,Informática,3.0,449.0,0.0619,2025-02-23,2025-02-22
ORD01454,2025-02-21,Cliente_300,Dra. Maria Sophia Nogueira,Chapecó,SC,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1.0,129.86,0.0232,2025-02-23,2025-02-24
ORD01455,2025-02-21,Cliente_314,Nina Ramos,Laranjal do Jari,AP,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3.0,51.8,0.0739,2025-02-26,2025-02-28
ORD01456,2025-02-21,Cliente_326,Emanuella Porto,Ferreira Gomes,AP,Norte,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.0294,2025-02-26,2025-02-26
ORD01457,2025-02-21,Cliente_361,Clara da Paz,Camaçari,BA,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.106,2025-02-24,2025-02-22
ORD01458,2025-02-21,Cliente_381,Fernanda Rocha,Ribeirão Preto,SP,Sudeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,,1072.0,0.021,2025-02-26,2025-02-26
ORD01459,2025-02-21,Cliente_406,Laís da Costa,Juiz de Fora,MG,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.0108,2025-03-01,2025-03-08
ORD01460,2025-02-21,Cliente_409,Eloah Silva,Sobral,CE,Nordeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4.0,17.9,0.1218,2025-02-25,2025-02-26
ORD01461,2025-02-21,Cliente_409,Eloah Silva,Sobral,CE,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,2.0,1626.57,0.096,2025-03-01,2025-02-28
ORD01462,2025-02-21,Cliente_446,Fernanda Silveira Gomes,Blumenau,SC,Sul,P0018,"Monitor UHD Samsung 32""",Informática,1.0,1626.57,0.0603,2025-02-27,2025-02-27
ORD01463,2025-02-21,Cliente_472,Francisco Fogaça,Vitória,ES,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.061,2025-02-24,2025-02-24
ORD01464,2025-02-21,Cliente_517,Letícia Cunha,Parnamirim,RN,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0494,2025-02-26,2025-02-23
ORD01465,2025-02-21,Cliente_517,Letícia Cunha,Parnamirim,RN,Nordeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,3.0,1072.0,0.0232,2025-03-01,2025-02-27
ORD01466,2025-02-21,Cliente_521,Lívia Ferreira,Gravataí,RS,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,2.0,549.9,0.1551,2025-02-25,2025-02-25
ORD01467,2025-02-22,Cliente_007,Helena Souza,Feira de Santana,BA,Nordeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2.0,17.9,0.1356,2025-02-28,2025-02-26
ORD01468,2025-02-22,Cliente_027,Davi Lucas Gomes,Ribeirão Preto,SP,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.0861,2025-02-24,2025-02-23
ORD01469,2025-02-22,Cliente_027,Davi Lucas Gomes,Ribeirão Preto,SP,Sudeste,P0020,Teclado Mecanico Fizz,Informática,1.0,174.9,0.1431,2025-02-24,2025-02-25
ORD01470,2025-02-22,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,3.0,53.9,0.0461,2025-02-27,2025-02-25
ORD01471,2025-02-22,Cliente_074,Luiz Fernando Freitas,Duque de Caxias,RJ,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,1.0,17.9,0.0943,2025-02-24,2025-02-26
ORD01472,2025-02-22,Cliente_086,Srta. Heloísa Moraes,Pelotas,RS,Sul,P0020,Teclado Mecanico Fizz,Informática,2.0,174.9,0.1564,2025-02-28,2025-02-28
ORD01473,2025-02-22,Cliente_094,Daniel Martins,Teresina,PI,Nordeste,P0002,Samsung Galaxy Tab S6 Lite, Smartphones e Tablets,3.0,1799.01,0.0413,2025-03-01,2025-03-01
